-4.585858345031738281e+00,-7.676768302917480469e-01
-4.585858345031738281e+00,-6.868686676025390625e-01
-4.585858345031738281e+00,-6.060605049133300781e-01
-4.585858345031738281e+00,-5.252525806427001953e-01
-4.585858345031738281e+00,-4.444444179534912109e-01
-4.585858345031738281e+00,-3.636362552642822266e-01
-4.585858345031738281e+00,-2.828283309936523438e-01
-4.585858345031738281e+00,-2.020201683044433594e-01
-4.585858345031738281e+00,-1.212120056152343750e-01
-4.585858345031738281e+00,-4.040408134460449219e-02
-4.585858345031738281e+00,4.040408134460449219e-02
-4.585858345031738281e+00,1.212120056152343750e-01
-4.585858345031738281e+00,2.020201683044433594e-01
-4.585858345031738281e+00,2.828283309936523438e-01
-4.585858345031738281e+00,3.636362552642822266e-01
-4.585858345031738281e+00,4.444444179534912109e-01
-4.585858345031738281e+00,5.252525806427001953e-01
-4.585858345031738281e+00,6.060605049133300781e-01
-4.585858345031738281e+00,6.868686676025390625e-01
-4.585858345031738281e+00,7.676768302917480469e-01
-4.585858345031738281e+00,8.484847545623779297e-01
-4.585858345031738281e+00,9.292929172515869141e-01
-4.585858345031738281e+00,1.010101079940795898e+00
-4.585858345031738281e+00,1.090909004211425781e+00
-4.585858345031738281e+00,1.171717166900634766e+00
-4.585858345031738281e+00,1.252525329589843750e+00
-4.585858345031738281e+00,1.333333253860473633e+00
-4.585858345031738281e+00,1.414141416549682617e+00
-4.585858345031738281e+00,1.494949579238891602e+00
-4.585858345031738281e+00,1.575757503509521484e+00
-4.585858345031738281e+00,1.656565666198730469e+00
-4.585858345031738281e+00,1.737373828887939453e+00
-4.585858345031738281e+00,1.818181753158569336e+00
-4.585858345031738281e+00,1.898989915847778320e+00
-4.585858345031738281e+00,1.979798078536987305e+00
-4.585858345031738281e+00,2.060606002807617188e+00
-4.585858345031738281e+00,2.141414165496826172e+00
-4.585858345031738281e+00,2.222222328186035156e+00
-4.585858345031738281e+00,2.303030252456665039e+00
-4.585858345031738281e+00,2.383838415145874023e+00
-4.585858345031738281e+00,2.464646339416503906e+00
-4.585858345031738281e+00,2.545454502105712891e+00
-4.585858345031738281e+00,2.626262664794921875e+00
-4.585858345031738281e+00,2.707070827484130859e+00
-4.585858345031738281e+00,2.787878751754760742e+00
-4.585858345031738281e+00,2.868686914443969727e+00
-4.585858345031738281e+00,2.949494838714599609e+00
-4.585858345031738281e+00,3.030303001403808594e+00
-4.585858345031738281e+00,3.111111164093017578e+00
-4.585858345031738281e+00,3.191919326782226562e+00
-4.585858345031738281e+00,3.272727251052856445e+00
-4.585858345031738281e+00,3.353535413742065430e+00
-4.585858345031738281e+00,3.434343338012695312e+00
-4.585858345031738281e+00,3.515151500701904297e+00
-4.585858345031738281e+00,3.595959663391113281e+00
-4.585858345031738281e+00,3.676767587661743164e+00
-4.585858345031738281e+00,3.757575750350952148e+00
-4.585858345031738281e+00,3.838383913040161133e+00
-4.585858345031738281e+00,3.919191837310791016e+00
-4.585858345031738281e+00,4.000000000000000000e+00
-4.484848499298095703e+00,-4.000000000000000000e+00
-4.484848499298095703e+00,-3.919191837310791016e+00
-4.484848499298095703e+00,-3.838383913040161133e+00
-4.484848499298095703e+00,-3.757575750350952148e+00
-4.484848499298095703e+00,-3.676767587661743164e+00
-4.484848499298095703e+00,-3.595959663391113281e+00
-4.484848499298095703e+00,-3.515151500701904297e+00
-4.484848499298095703e+00,-3.434343338012695312e+00
-4.484848499298095703e+00,-3.353535413742065430e+00
-4.484848499298095703e+00,-3.272727251052856445e+00
-4.484848499298095703e+00,-3.191919326782226562e+00
-4.484848499298095703e+00,-3.111111164093017578e+00
-4.484848499298095703e+00,-3.030303001403808594e+00
-4.484848499298095703e+00,-2.949494838714599609e+00
-4.484848499298095703e+00,-2.868686914443969727e+00
-4.484848499298095703e+00,-2.787878751754760742e+00
-4.484848499298095703e+00,-2.707070827484130859e+00
-4.484848499298095703e+00,-2.626262664794921875e+00
-4.484848499298095703e+00,-2.545454502105712891e+00
-4.484848499298095703e+00,-2.464646339416503906e+00
-4.484848499298095703e+00,-2.383838415145874023e+00
-4.484848499298095703e+00,-2.303030252456665039e+00
-4.484848499298095703e+00,-2.222222328186035156e+00
-4.484848499298095703e+00,-2.141414165496826172e+00
-4.484848499298095703e+00,-2.060606002807617188e+00
-4.484848499298095703e+00,-1.979798078536987305e+00
-4.484848499298095703e+00,-1.898989915847778320e+00
-4.484848499298095703e+00,-1.818181753158569336e+00
-4.484848499298095703e+00,-1.737373828887939453e+00
-4.484848499298095703e+00,-1.656565666198730469e+00
-4.484848499298095703e+00,-1.575757503509521484e+00
-4.484848499298095703e+00,-1.494949579238891602e+00
-4.484848499298095703e+00,-1.414141416549682617e+00
-4.484848499298095703e+00,-1.333333253860473633e+00
-4.484848499298095703e+00,-1.252525329589843750e+00
-4.484848499298095703e+00,-1.171717166900634766e+00
-4.484848499298095703e+00,-1.090909004211425781e+00
-4.484848499298095703e+00,-1.010101079940795898e+00
-4.484848499298095703e+00,-9.292929172515869141e-01
-4.484848499298095703e+00,-8.484847545623779297e-01
-4.484848499298095703e+00,-7.676768302917480469e-01
-4.484848499298095703e+00,-6.868686676025390625e-01
-4.484848499298095703e+00,-6.060605049133300781e-01
-4.484848499298095703e+00,-5.252525806427001953e-01
-4.484848499298095703e+00,-4.444444179534912109e-01
-4.484848499298095703e+00,-3.636362552642822266e-01
-4.484848499298095703e+00,-2.828283309936523438e-01
-4.484848499298095703e+00,-2.020201683044433594e-01
-4.484848499298095703e+00,-1.212120056152343750e-01
-4.484848499298095703e+00,-4.040408134460449219e-02
-4.484848499298095703e+00,4.040408134460449219e-02
-4.484848499298095703e+00,1.212120056152343750e-01
-4.484848499298095703e+00,2.020201683044433594e-01
-4.484848499298095703e+00,2.828283309936523438e-01
-4.484848499298095703e+00,3.636362552642822266e-01
-4.484848499298095703e+00,4.444444179534912109e-01
-4.484848499298095703e+00,5.252525806427001953e-01
-4.484848499298095703e+00,6.060605049133300781e-01
-4.484848499298095703e+00,6.868686676025390625e-01
-4.484848499298095703e+00,7.676768302917480469e-01
-4.484848499298095703e+00,8.484847545623779297e-01
-4.484848499298095703e+00,9.292929172515869141e-01
-4.484848499298095703e+00,1.010101079940795898e+00
-4.484848499298095703e+00,1.090909004211425781e+00
-4.484848499298095703e+00,1.171717166900634766e+00
-4.484848499298095703e+00,1.252525329589843750e+00
-4.484848499298095703e+00,1.333333253860473633e+00
-4.484848499298095703e+00,1.414141416549682617e+00
-4.484848499298095703e+00,1.494949579238891602e+00
-4.484848499298095703e+00,1.575757503509521484e+00
-4.484848499298095703e+00,1.656565666198730469e+00
-4.484848499298095703e+00,1.737373828887939453e+00
-4.484848499298095703e+00,1.818181753158569336e+00
-4.484848499298095703e+00,1.898989915847778320e+00
-4.484848499298095703e+00,1.979798078536987305e+00
-4.484848499298095703e+00,2.060606002807617188e+00
-4.484848499298095703e+00,2.141414165496826172e+00
-4.484848499298095703e+00,2.222222328186035156e+00
-4.484848499298095703e+00,2.303030252456665039e+00
-4.484848499298095703e+00,2.383838415145874023e+00
-4.484848499298095703e+00,2.464646339416503906e+00
-4.484848499298095703e+00,2.545454502105712891e+00
-4.484848499298095703e+00,2.626262664794921875e+00
-4.484848499298095703e+00,2.707070827484130859e+00
-4.484848499298095703e+00,2.787878751754760742e+00
-4.484848499298095703e+00,2.868686914443969727e+00
-4.484848499298095703e+00,2.949494838714599609e+00
-4.484848499298095703e+00,3.030303001403808594e+00
-4.484848499298095703e+00,3.111111164093017578e+00
-4.484848499298095703e+00,3.191919326782226562e+00
-4.484848499298095703e+00,3.272727251052856445e+00
-4.484848499298095703e+00,3.353535413742065430e+00
-4.484848499298095703e+00,3.434343338012695312e+00
-4.484848499298095703e+00,3.515151500701904297e+00
-4.484848499298095703e+00,3.595959663391113281e+00
-4.484848499298095703e+00,3.676767587661743164e+00
-4.484848499298095703e+00,3.757575750350952148e+00
-4.484848499298095703e+00,3.838383913040161133e+00
-4.484848499298095703e+00,3.919191837310791016e+00
-4.484848499298095703e+00,4.000000000000000000e+00
-4.383838653564453125e+00,-4.000000000000000000e+00
-4.383838653564453125e+00,-3.919191837310791016e+00
-4.383838653564453125e+00,-3.838383913040161133e+00
-4.383838653564453125e+00,-3.757575750350952148e+00
-4.383838653564453125e+00,-3.676767587661743164e+00
-4.383838653564453125e+00,-3.595959663391113281e+00
-4.383838653564453125e+00,-3.515151500701904297e+00
-4.383838653564453125e+00,-3.434343338012695312e+00
-4.383838653564453125e+00,-3.353535413742065430e+00
-4.383838653564453125e+00,-3.272727251052856445e+00
-4.383838653564453125e+00,-3.191919326782226562e+00
-4.383838653564453125e+00,-3.111111164093017578e+00
-4.383838653564453125e+00,-3.030303001403808594e+00
-4.383838653564453125e+00,-2.949494838714599609e+00
-4.383838653564453125e+00,-2.868686914443969727e+00
-4.383838653564453125e+00,-2.787878751754760742e+00
-4.383838653564453125e+00,-2.707070827484130859e+00
-4.383838653564453125e+00,-2.626262664794921875e+00
-4.383838653564453125e+00,-2.545454502105712891e+00
-4.383838653564453125e+00,-2.464646339416503906e+00
-4.383838653564453125e+00,-2.383838415145874023e+00
-4.383838653564453125e+00,-2.303030252456665039e+00
-4.383838653564453125e+00,-2.222222328186035156e+00
-4.383838653564453125e+00,-2.141414165496826172e+00
-4.383838653564453125e+00,-2.060606002807617188e+00
-4.383838653564453125e+00,-1.979798078536987305e+00
-4.383838653564453125e+00,-1.898989915847778320e+00
-4.383838653564453125e+00,-1.818181753158569336e+00
-4.383838653564453125e+00,-1.737373828887939453e+00
-4.383838653564453125e+00,-1.656565666198730469e+00
-4.383838653564453125e+00,-1.575757503509521484e+00
-4.383838653564453125e+00,-1.494949579238891602e+00
-4.383838653564453125e+00,-1.414141416549682617e+00
-4.383838653564453125e+00,-1.333333253860473633e+00
-4.383838653564453125e+00,-1.252525329589843750e+00
-4.383838653564453125e+00,-1.171717166900634766e+00
-4.383838653564453125e+00,-1.090909004211425781e+00
-4.383838653564453125e+00,-1.010101079940795898e+00
-4.383838653564453125e+00,-9.292929172515869141e-01
-4.383838653564453125e+00,-8.484847545623779297e-01
-4.383838653564453125e+00,-7.676768302917480469e-01
-4.383838653564453125e+00,-6.868686676025390625e-01
-4.383838653564453125e+00,-6.060605049133300781e-01
-4.383838653564453125e+00,-5.252525806427001953e-01
-4.383838653564453125e+00,-4.444444179534912109e-01
-4.383838653564453125e+00,-3.636362552642822266e-01
-4.383838653564453125e+00,-2.828283309936523438e-01
-4.383838653564453125e+00,-2.020201683044433594e-01
-4.383838653564453125e+00,-1.212120056152343750e-01
-4.383838653564453125e+00,-4.040408134460449219e-02
-4.383838653564453125e+00,4.040408134460449219e-02
-4.383838653564453125e+00,1.212120056152343750e-01
-4.383838653564453125e+00,2.020201683044433594e-01
-4.383838653564453125e+00,2.828283309936523438e-01
-4.383838653564453125e+00,3.636362552642822266e-01
-4.383838653564453125e+00,4.444444179534912109e-01
-4.383838653564453125e+00,5.252525806427001953e-01
-4.383838653564453125e+00,6.060605049133300781e-01
-4.383838653564453125e+00,6.868686676025390625e-01
-4.383838653564453125e+00,7.676768302917480469e-01
-4.383838653564453125e+00,8.484847545623779297e-01
-4.383838653564453125e+00,9.292929172515869141e-01
-4.383838653564453125e+00,1.010101079940795898e+00
-4.383838653564453125e+00,1.090909004211425781e+00
-4.383838653564453125e+00,1.171717166900634766e+00
-4.383838653564453125e+00,1.252525329589843750e+00
-4.383838653564453125e+00,1.333333253860473633e+00
-4.383838653564453125e+00,1.414141416549682617e+00
-4.383838653564453125e+00,1.494949579238891602e+00
-4.383838653564453125e+00,1.575757503509521484e+00
-4.383838653564453125e+00,1.656565666198730469e+00
-4.383838653564453125e+00,1.737373828887939453e+00
-4.383838653564453125e+00,1.818181753158569336e+00
-4.383838653564453125e+00,1.898989915847778320e+00
-4.383838653564453125e+00,1.979798078536987305e+00
-4.383838653564453125e+00,2.060606002807617188e+00
-4.383838653564453125e+00,2.141414165496826172e+00
-4.383838653564453125e+00,2.222222328186035156e+00
-4.383838653564453125e+00,2.303030252456665039e+00
-4.383838653564453125e+00,2.383838415145874023e+00
-4.383838653564453125e+00,2.464646339416503906e+00
-4.383838653564453125e+00,2.545454502105712891e+00
-4.383838653564453125e+00,2.626262664794921875e+00
-4.383838653564453125e+00,2.707070827484130859e+00
-4.383838653564453125e+00,2.787878751754760742e+00
-4.383838653564453125e+00,2.868686914443969727e+00
-4.383838653564453125e+00,2.949494838714599609e+00
-4.383838653564453125e+00,3.030303001403808594e+00
-4.383838653564453125e+00,3.111111164093017578e+00
-4.383838653564453125e+00,3.191919326782226562e+00
-4.383838653564453125e+00,3.272727251052856445e+00
-4.383838653564453125e+00,3.353535413742065430e+00
-4.383838653564453125e+00,3.434343338012695312e+00
-4.383838653564453125e+00,3.515151500701904297e+00
-4.383838653564453125e+00,3.595959663391113281e+00
-4.383838653564453125e+00,3.676767587661743164e+00
-4.383838653564453125e+00,3.757575750350952148e+00
-4.383838653564453125e+00,3.838383913040161133e+00
-4.383838653564453125e+00,3.919191837310791016e+00
-4.383838653564453125e+00,4.000000000000000000e+00
-4.282828330993652344e+00,-4.000000000000000000e+00
-4.282828330993652344e+00,-3.919191837310791016e+00
-4.282828330993652344e+00,-3.838383913040161133e+00
-4.282828330993652344e+00,-3.757575750350952148e+00
-4.282828330993652344e+00,-3.676767587661743164e+00
-4.282828330993652344e+00,-3.595959663391113281e+00
-4.282828330993652344e+00,-3.515151500701904297e+00
-4.282828330993652344e+00,-3.434343338012695312e+00
-4.282828330993652344e+00,-3.353535413742065430e+00
-4.282828330993652344e+00,-3.272727251052856445e+00
-4.282828330993652344e+00,-3.191919326782226562e+00
-4.282828330993652344e+00,-3.111111164093017578e+00
-4.282828330993652344e+00,-3.030303001403808594e+00
-4.282828330993652344e+00,-2.949494838714599609e+00
-4.282828330993652344e+00,-2.868686914443969727e+00
-4.282828330993652344e+00,-2.787878751754760742e+00
-4.282828330993652344e+00,-2.707070827484130859e+00
-4.282828330993652344e+00,-2.626262664794921875e+00
-4.282828330993652344e+00,-2.545454502105712891e+00
-4.282828330993652344e+00,-2.464646339416503906e+00
-4.282828330993652344e+00,-2.383838415145874023e+00
-4.282828330993652344e+00,-2.303030252456665039e+00
-4.282828330993652344e+00,-2.222222328186035156e+00
-4.282828330993652344e+00,-2.141414165496826172e+00
-4.282828330993652344e+00,-2.060606002807617188e+00
-4.282828330993652344e+00,-1.979798078536987305e+00
-4.282828330993652344e+00,-1.898989915847778320e+00
-4.282828330993652344e+00,-1.818181753158569336e+00
-4.282828330993652344e+00,-1.737373828887939453e+00
-4.282828330993652344e+00,-1.656565666198730469e+00
-4.282828330993652344e+00,-1.575757503509521484e+00
-4.282828330993652344e+00,-1.494949579238891602e+00
-4.282828330993652344e+00,-1.414141416549682617e+00
-4.282828330993652344e+00,-1.333333253860473633e+00
-4.282828330993652344e+00,-1.252525329589843750e+00
-4.282828330993652344e+00,-1.171717166900634766e+00
-4.282828330993652344e+00,-1.090909004211425781e+00
-4.282828330993652344e+00,-1.010101079940795898e+00
-4.282828330993652344e+00,-9.292929172515869141e-01
-4.282828330993652344e+00,-8.484847545623779297e-01
-4.282828330993652344e+00,-7.676768302917480469e-01
-4.282828330993652344e+00,-6.868686676025390625e-01
-4.282828330993652344e+00,-6.060605049133300781e-01
-4.282828330993652344e+00,-5.252525806427001953e-01
-4.282828330993652344e+00,-4.444444179534912109e-01
-4.282828330993652344e+00,-3.636362552642822266e-01
-4.282828330993652344e+00,-2.828283309936523438e-01
-4.282828330993652344e+00,-2.020201683044433594e-01
-4.282828330993652344e+00,-1.212120056152343750e-01
-4.282828330993652344e+00,-4.040408134460449219e-02
-4.282828330993652344e+00,4.040408134460449219e-02
-4.282828330993652344e+00,1.212120056152343750e-01
-4.282828330993652344e+00,2.020201683044433594e-01
-4.282828330993652344e+00,2.828283309936523438e-01
-4.282828330993652344e+00,3.636362552642822266e-01
-4.282828330993652344e+00,4.444444179534912109e-01
-4.282828330993652344e+00,5.252525806427001953e-01
-4.282828330993652344e+00,6.060605049133300781e-01
-4.282828330993652344e+00,6.868686676025390625e-01
-4.282828330993652344e+00,7.676768302917480469e-01
-4.282828330993652344e+00,8.484847545623779297e-01
-4.282828330993652344e+00,9.292929172515869141e-01
-4.282828330993652344e+00,1.010101079940795898e+00
-4.282828330993652344e+00,1.090909004211425781e+00
-4.282828330993652344e+00,1.171717166900634766e+00
-4.282828330993652344e+00,1.252525329589843750e+00
